position,company,location,salary,summary
Senior Analytics Engineer - Oracle Public Cloud,Oracle,"Broomfield, CO",,"We are seeking seasoned engineers or data scientists with:. Big data processing (Spark, etc.). Data acquisition (streaming and batch) and aggregation...."
Financial Analyst-Government Compliance Accountant/Auditor (661755),Ball Aerospace,"Lafayette, CO",,"Develop incurred cost claim schedules, analyze data and clearly report findings in a timely manner. Our team of more than 3,000 engineers, scientists,..."
RF Technician I (662236),Ball Aerospace,"Westminster, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
IT Infrastructure Administrator III,National Ecological Observatory Network Inc,"Boulder, CO",,"A 30+ year project dedicated to understanding how changes in climate, land use and invasive species impact ecology, the observatorys scientists and engineers..."
Project Ecosystem Restoration Engineer,SWCA Environmental Consultants,"Broomfield, CO",,You will receive senior guidance and mentoring from two nationally-recognized stream restoration engineers as well as provide the same to staff engineers and...
Machinist I (660885),Ball Aerospace,"Boulder, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Operations Research Systems Analyst,Leidos,"Englewood, CO 80111",,Description: Job Summary: Leidos has a opening for a Operations Research Analyst in Englewood Colorado . Candidate will conduct operations research on...
RF Range Technician II (662041),Ball Aerospace,"Westminster, CO",,"Monitor, analyze, reduce and record data; Process and plot required Range data files as defined. Our team of more than 3,000 engineers, scientists, technicians..."
Range Technician II (661517),Ball Aerospace,"Westminster, CO",,"Monitor, analyze, reduce and record data; Process and plot required Range data files as defined. Our team of more than 3,000 engineers, scientists, technicians..."
Senior Engineer - Command and Data Handling / Avionics (661976),Ball Aerospace,"Boulder, CO",,"Senior Engineer - Command and Data Handling / Avionics. Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the..."
Administrative Associate II (661909) - Current security clearance required,Ball Aerospace,"Broomfield, CO",,"Gather and interpret data; Prepare various schedules and perform data entry, etc. Our team of more than 3,000 engineers, scientists, technicians and support..."
Machinist I (660885),Ball Aerospace,"Boulder, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Manufacturing Shops & Service Center Technician II - 2nd Shift (660813),Ball Aerospace,"Westminster, CO",,"Must be able to organize and document various data inputs. Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the..."
Technical Security Administrator II (661488),Ball Aerospace,"Broomfield, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Senior Engineer - Command and Data Handling / Avionics (661976),Ball Aerospace,"Boulder, CO",,"Senior Engineer - Command and Data Handling / Avionics. Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the..."
Technical Writer Intern (661823),Ball Aerospace,"Boulder, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Project Controls Senior Analyst – Tools & Training Group (661856),Ball Aerospace,"Lafayette, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Production Control Expeditor (661737),Ball Aerospace,"Boulder, CO",,"Collect and verify production data for use in reports. Check and post data to production logs, records, or reports...."
Technical Systems Manager --Research & Innovation,DANONE,"Louisville, CO",,"Aptitude for training and collaborating with a wide variety of personalities including scientists, engineers, and business partners...."
PostDoctoral Associate,University of Colorado,"Boulder, CO",,"Applicants must complete the Faculty/University Staff and EEO Data (application) form, and upload the following required documents:...."
Electro-Optical and Infrared Advanced Systems Manager (661374),Ball Aerospace,"Broomfield, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
"Product Manager, Measurement & Insights - Data Cloud",Oracle,"Broomfield, CO",,"Data visualization is a pet peeve, or at least something that bothers you when it’s done poorly, but you don’t think of yourself as a full-fledged data..."
Human Resources Business Partner (662030),Ball Aerospace,"Boulder, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Senior Technician - Ranges (660688),Ball Aerospace,"Westminster, CO",,"Monitor, analyze, reduce and record data; Process and plot required Range data files as defined. Our team of more than 3,000 engineers, scientists, technicians..."
